,timeToFitModel,timeToProcessSamples,accuracyScore,error,timeToProcessSamplesAvg,accuracyScoreAvg,errorAvg
1,0.426335,0.0115145,-0.373819480516966,1.8342730150547129,0.24843,-0.38206526709316435,1.8138375842305983
2,0.327105,0.0121983,-0.21189236678890933,1.7541533312849984,0.20437933333333333,-0.5221781357929502,2.0136037865350325
3,0.314015,0.01160375,-0.0888709739829242,1.676730356354522,0.199374,-0.5800024943039728,2.080221084361637
4,0.359076,0.011731516666666667,-0.014879924407120881,1.6429255072997135,0.19849,-0.4777580999975306,1.890707404840187
5,0.313179,0.011966866666666666,-0.0016750852999545263,1.6638665479065062,0.19733766666666666,-0.4203040704329142,1.7233838624520683
6,0.314404,0.013789666666666667,-0.003948632305480981,1.6819380809797615,0.19885466666666668,-0.3077030652162171,1.590112323538343
7,0.315862,0.012416383333333333,0.030302560801379774,1.6653706898497103,0.19882766666666668,-0.3181198567101591,1.7379849395072942
8,0.315364,0.0124549,0.007436886542681875,1.6964595752516225,0.23220266666666667,-0.4209055671939787,1.9507749663127134
9,0.313113,0.012508333333333333,0.03456586581611032,1.6619470931159346,0.21875866666666666,-0.39679749643896295,1.9010586385841028
10,0.312909,0.01403425,0.014814981094936341,1.6664021554424473,0.198363,-0.33530348279357364,1.7952652138354541
11,0.315165,0.012837216666666667,0.02885938121958187,1.6514908665361676,0.19775433333333334,-0.263970462202349,1.7490872430798505
12,0.314941,0.013066916666666666,0.03778877206544806,1.6480277860810326,0.199177,-0.20286628564383125,1.7804682451722844
13,0.364231,0.0131211,0.06703161383387851,1.6278006031421404,0.19988966666666666,-0.16770964813303108,1.8083234243292352
14,0.316804,0.013975966666666667,0.08872240685752664,1.6115790878179788,0.19984566666666667,-0.17075001891158115,1.7930794427734202
15,0.315486,0.014179083333333333,0.10019694151443614,1.6133747169367803,0.19956766666666667,-0.15422026521209897,1.7492891510743933
16,0.317097,0.013530633333333333,0.10693519181084205,1.6117825791429174,0.200103,-0.13175985853703953,1.6923370579091344
17,0.315759,0.013534883333333334,0.11293080528177862,1.6129619837665976,0.19943933333333333,-0.12968443924627082,1.6670289293534057
18,0.364315,0.01369035,0.11145332132844082,1.6187561438918794,0.200195,-0.0816600723342848,1.6179809285328937
19,0.315514,0.013751783333333333,0.12139214712771929,1.6140049027283583,0.200356,-0.07114091163152919,1.5778702483153257
20,0.314026,0.013930666666666666,0.12679860023445105,1.6082013119259007,0.19964633333333334,-0.040310835257251876,1.5648234839055466
21,0.31567,0.013941166666666666,0.14117268290498342,1.5999478306324335,0.198212,-0.04370946637816353,1.5497808001070663
22,0.316985,0.0141075,0.1451098474734932,1.593062822153452,0.199642,-0.0767969525985005,1.6162681094389335
23,0.317438,0.015711,0.13141079612250717,1.6132153962501994,0.199152,-0.06462381672046413,1.570605949277071
24,0.314306,0.014268716666666667,0.12605626296692346,1.615709814748373,0.200178,-0.06610431424772623,1.6267552239693952
25,0.315571,0.014455583333333334,0.1388845920223677,1.6031101549241937,0.20053366666666667,-0.08045434838175164,1.6324386959005244
26,0.320555,0.014572783333333334,0.14585379817384553,1.6002027790308933,0.20124466666666666,-0.08445909882038283,1.6288933861248658
27,0.315389,0.014612516666666667,0.13761739915440396,1.611415584590683,0.20004133333333332,-0.09999000390373369,1.6564063173450858
28,0.319221,0.01477975,0.13108800591963,1.617937547349843,0.201684,-0.06993064731184218,1.6838686082938263
29,0.321292,0.01483165,0.12925784635793153,1.6272295064654017,0.20141533333333334,-0.10158391606235362,1.7376640958827332
30,0.315639,0.014994583333333334,0.127934074315955,1.6358527765840887,0.203009,-0.09862848289023685,1.7232799200721054
31,0.316626,0.015145566666666667,0.12886902076740142,1.643515469199106,0.203154,-0.04826143835980351,1.6948738043045835
32,0.316732,0.01591075,0.12871455232805445,1.647677886124377,0.202462,-0.05085330553346479,1.6928862138936396
33,0.316412,0.015937616666666668,0.1349329536891241,1.6396351513695855,0.20102866666666666,-0.05061294031117153,1.6805035212565491
34,0.316046,0.01533295,0.12796373133505018,1.6477450969785437,0.20256,-0.058612337648826174,1.7175612473745983
35,0.314322,0.015404433333333334,0.1256078882624453,1.6529850942757127,0.20088833333333334,-0.06938980750336893,1.727311742973973
36,0.356625,0.015568633333333333,0.12067998066630126,1.6600450440418064,0.20170866666666667,-0.07060702092028043,1.7172521840975417
37,0.314403,0.015648816666666666,0.12157663184648815,1.6564167521819406,0.21772866666666665,-0.0495471482941891,1.690767179727171
38,0.316876,0.015692666666666667,0.12858535331490722,1.6482998221327532,0.203761,-0.017600847900324734,1.6796585443791863
